model,data_path,custom_params,mse,mae,acc,smape,f_score,crps,mre,pinaw,setting,seed,task_name,is_training,model_id,data,features,target,freq,lag,checkpoints,scaler,reindex,reindex_tolerance,pin_memory,seq_len,label_len,pred_len,seasonal_patterns,inverse,mask_rate,anomaly_ratio,top_k,num_kernels,enc_in,dec_in,c_out,d_model,n_heads,e_layers,d_layers,d_ff,moving_avg,series_decomp_mode,factor,distil,dropout,embed,activation,output_attention,channel_independence,num_workers,train_epochs,stop_epochs,batch_size,patience,learning_rate,des,loss,lradj,use_amp,use_gpu,gpu,use_multi_gpu,devices,p_hidden_dims,p_hidden_layers,lstm_hidden_size,lstm_layers,num_spline,sample_times,run_time
LSTM-ED-CQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0055503855,0.059279732,,,,0.03374511003494263,0.04102734848856926,0.22407832741737366,probability_forecast_OT_96_64_LSTM-ED-CQ_custom_ftMS_sl96_ll0_pl64_dm24_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-05-07 06-19-28,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,./checkpoints/,MinMaxScaler,0,0.8,True,96,0,64,Monthly,False,0.25,0.25,5,6,321,321,321,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,16,50,3,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,24,1,20,99,2024-05-07 06-19-28
LSTM-ED-CQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0018386936,0.033040814,,,,0.02334177866578102,0.10964002460241318,0.10091985762119293,probability_forecast_OT_96_64_LSTM-ED-CQ_custom_ftMS_sl96_ll0_pl64_dm24_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-05-07 06-29-22,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,./checkpoints/,MinMaxScaler,0,0.8,True,96,0,64,Monthly,False,0.25,0.25,5,6,321,321,321,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,16,50,19,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,24,2,20,99,2024-05-07 06-29-22
LSTM-ED-CQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0049715955,0.057135455,,,,0.03209439665079117,0.046675022691488266,0.23226746916770935,probability_forecast_OT_96_64_LSTM-ED-CQ_custom_ftMS_sl96_ll0_pl64_dm24_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-05-07 06-54-19,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,./checkpoints/,MinMaxScaler,0,0.8,True,96,0,64,Monthly,False,0.25,0.25,5,6,321,321,321,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,16,50,3,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,24,3,20,99,2024-05-07 06-54-19
LSTM-ED-CQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0020262487,0.035037212,,,,0.024991588667035103,0.09644678980112076,0.11487273126840591,probability_forecast_OT_96_64_LSTM-ED-CQ_custom_ftMS_sl96_ll0_pl64_dm24_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-05-07 07-04-27,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,./checkpoints/,MinMaxScaler,0,0.8,True,96,0,64,Monthly,False,0.25,0.25,5,6,321,321,321,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,16,50,12,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,40,1,20,99,2024-05-07 07-04-27
LSTM-ED-CQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0021337576,0.035891827,,,,0.025171121582388878,0.08724204450845718,0.11013929545879364,probability_forecast_OT_96_64_LSTM-ED-CQ_custom_ftMS_sl96_ll0_pl64_dm24_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-05-07 07-23-19,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,./checkpoints/,MinMaxScaler,0,0.8,True,96,0,64,Monthly,False,0.25,0.25,5,6,321,321,321,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,16,50,12,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,40,2,20,99,2024-05-07 07-23-19
LSTM-ED-CQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0016214459,0.03172272,,,,0.022511599585413933,0.08330430835485458,0.1048106774687767,probability_forecast_OT_96_64_LSTM-ED-CQ_custom_ftMS_sl96_ll0_pl64_dm24_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-05-07 07-42-15,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,./checkpoints/,MinMaxScaler,0,0.8,True,96,0,64,Monthly,False,0.25,0.25,5,6,321,321,321,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,16,50,13,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,40,3,20,99,2024-05-07 07-42-15
LSTM-ED-CQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0017072257,0.031759042,,,,0.022748183459043503,0.09998104721307755,0.0818089097738266,probability_forecast_OT_96_64_LSTM-ED-CQ_custom_ftMS_sl96_ll0_pl64_dm24_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-05-07 08-02-25,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,./checkpoints/,MinMaxScaler,0,0.8,True,96,0,64,Monthly,False,0.25,0.25,5,6,321,321,321,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,16,50,26,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,64,1,20,99,2024-05-07 08-02-25
LSTM-ED-CQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0019023701,0.034017053,,,,0.022163953632116318,0.06265676766633987,0.09294576942920685,probability_forecast_OT_96_64_LSTM-ED-CQ_custom_ftMS_sl96_ll0_pl64_dm24_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-05-07 08-34-49,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,./checkpoints/,MinMaxScaler,0,0.8,True,96,0,64,Monthly,False,0.25,0.25,5,6,321,321,321,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,16,50,15,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,64,2,20,99,2024-05-07 08-34-49
LSTM-ED-CQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0019148982,0.034169726,,,,0.022645357996225357,0.056774891912937164,0.11034370958805084,probability_forecast_OT_96_64_LSTM-ED-CQ_custom_ftMS_sl96_ll0_pl64_dm24_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-05-07 08-56-36,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,./checkpoints/,MinMaxScaler,0,0.8,True,96,0,64,Monthly,False,0.25,0.25,5,6,321,321,321,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,16,50,10,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,64,3,20,99,2024-05-07 08-56-36
LSTM-ED-CQ,exchange_rate/exchange_rate.csv,AA_attn_dhz_ap1_norm,0.039998673,0.18265529,,,,0.0998813584446907,0.43585139513015747,0.29359716176986694,probability_forecast_OT_96_64_LSTM-ED-CQ_custom_ftMS_sl96_ll0_pl64_dm24_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-05-07 08-20-17,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,./checkpoints/,MinMaxScaler,0,0.9,True,96,0,64,Monthly,False,0.25,0.25,5,6,8,8,8,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,16,50,8,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,64,3,20,99,2024-05-07 08-20-17
